apartment_id,controller,T_star,RH_star,comfort_mean,comfort_std,energy_cop_kwh_mean,energy_cop_kwh_std,energy_simple_kwh_mean,energy_saving_kwh,safety_penalty_mean,switches_per_hour,total_reward_mean,n_episodes
AP24,Fixed_27C,28.5,67.0,0.5177561665522981,0.006439677139354111,6.293267916885273,0.055319511727041006,24.0,17.706732083114726,0.0,0.0,90.14757285146406,3
AP24,Rule_Based,28.5,67.0,0.4759418442247006,0.047853335030946964,5.572673079761827,0.14840336394680761,24.0,18.427326920238173,0.0,0.3194444444444444,89.68681488130625,3
AP24,Random,28.5,67.0,0.293936184367608,0.0047760646426634875,5.078263489732826,0.3192331281528141,20.666666666666668,15.588403176933841,0.0,2.5416666666666665,87.24433630951266,3
AP24,Rule_Bayesian,28.5,67.0,0.629251717587337,0.016399937713852508,5.413072758431021,0.1273375462000387,24.0,18.58692724156898,0.0,0.5,91.32142900738829,3
AP25,RL_PPO,27.75,72.0,0.7052130500460696,0.0669519634589972,2.989681722354026,0.06695805382745529,7.583333333333333,4.5936516109793075,0.0,0.5833333333333334,92.33599307597814,3
AP25,Fixed_26C,27.75,72.0,0.49487437939185086,0.013876333279087669,6.863294279447589,0.03146335033878211,24.0,17.13670572055241,0.0,0.0,89.84219483100397,3
AP25,Fixed_27C,27.75,72.0,0.6146616760407465,0.011638871711637624,6.292162823251496,0.05444987977306355,24.0,17.707837176748505,0.0,0.0,91.16880907437769,3
AP25,Rule_Based,27.75,72.0,0.6382689594597851,0.048222972020885546,5.569060667783302,0.11361242807835402,24.0,18.4309393322167,0.0,0.34722222222222227,91.40691179402442,3
AP25,Random,27.75,72.0,0.40935677599134185,0.014050584762454117,4.955476361841942,0.26408471193699673,20.666666666666668,15.711190304824726,0.0,2.4583333333333335,88.47783879203367,3
AP25,Rule_Bayesian,27.75,72.0,0.688138447021954,0.016043407278299768,5.484597859666683,0.16587560845518387,24.0,18.515402140333318,0.0,0.5,91.94293755222337,3
AP26,RL_PPO,29.0,65.0,0.6464084427811828,0.05159704783779054,2.9812047345773878,0.04025036091764376,7.333333333333333,4.352128598755945,0.0,0.5833333333333334,91.7308498903335,3
AP26,Fixed_26C,29.0,65.0,0.3124861517531627,0.023007277170385726,6.867069633574926,0.10177630166699322,24.0,17.132930366425075,0.0,0.0,87.92316590203751,3
AP26,Fixed_27C,29.0,65.0,0.42679365324905777,0.022682199453071733,6.3140556149864695,0.10574496732040195,24.0,17.68594438501353,0.0,0.0,89.19113400840536,3
AP26,Rule_Based,29.0,65.0,0.42530852066528585,0.033438315433551684,5.6233861204827535,0.19171299911755926,24.0,18.376613879517247,0.0,0.3194444444444444,89.162918904065,3
AP26,Random,29.0,65.0,0.2373908691716955,0.003382472856495855,4.743167899048513,0.16729376500696777,20.166666666666668,15.423498767618156,0.0,2.430555555555556,86.62598536122813,3
AP26,Rule_Bayesian,29.0,65.0,0.5523148908370573,0.017362212842605054,4.980509656039784,0.11728191387841606,24.0,19.019490343960214,0.0,0.3611111111111111,90.53450739014475,3
AP27,RL_PPO,27.75,71.0,0.7609536069048474,0.005734150309607122,2.9983385171102235,0.001899314774755278,7.5,4.5016614828897765,0.0,0.5833333333333334,92.90915890669685,3
AP27,Fixed_26C,27.75,71.0,0.48321457718119953,0.008989340126098262,6.860549640295606,0.10154748475262812,24.0,17.139450359704394,0.0,0.0,89.71993396541507,3
AP27,Fixed_27C,27.75,71.0,0.6002712524053176,0.006213568314989089,6.313031993403805,0.11971986683269577,24.0,17.686968006596196,0.0,0.0,91.01446926390237,3
AP27,Rule_Based,27.75,71.0,0.6053948095074553,0.07137943993636826,5.621447070151963,0.20819466897179056,24.0,18.378552929848038,0.0,0.34722222222222227,91.05224563519266,3
AP27,Random,27.75,71.0,0.3935063571569248,0.022024165449561456,5.302384294689092,0.2031393684661816,21.5,16.19761570531091,0.0,2.722222222222222,88.35878494149927,3
AP27,Rule_Bayesian,27.75,71.0,0.663096375353501,0.005719712328702869,5.413931450143529,0.0932180693650623,24.0,18.58606854985647,0.0,0.5972222222222222,91.6755450926223,3
AP28,RL_PPO,27.25,64.0,0.7354098911517094,0.015832696771004944,2.99071020548206,0.007492852734696546,7.5,4.50928979451794,0.0,0.5833333333333334,92.64309490513405,3
AP28,Fixed_26C,27.25,64.0,0.3831685135812475,0.02026796162947326,6.893135333811219,0.052379456529209584,24.0,17.10686466618878,0.0,0.0,88.66666826028073,3
AP28,Fixed_27C,27.25,64.0,0.47728008798753785,0.0182085285633286,6.3178354962811545,0.08353479924225454,24.0,17.682164503718845,0.0,0.0,89.7232907687498,3
AP28,Rule_Based,27.25,64.0,0.45985519456891444,0.026103755691436876,5.570769862852576,0.21916898042781738,24.0,18.429230137147425,0.0,0.3055555555555556,89.52290699608552,3
AP28,Random,27.25,64.0,0.32660883357240805,0.007017937481870457,4.7456432842288985,0.3353527297170708,20.0,15.254356715771102,0.0,2.4583333333333335,87.51151028075827,3
AP28,Rule_Bayesian,27.25,64.0,0.4820019277066246,0.013299940493324957,5.79064645531759,0.11201770117359955,24.0,18.20935354468241,0.0,0.5277777777777778,89.73964978743072,3
AP29,RL_PPO,27.75,73.0,0.735774238321326,0.0027767448360837693,3.0018332465622297,0.012722970918031108,7.5,4.49816675343777,0.0,0.5833333333333334,92.6407586294646,3
AP29,Fixed_26C,27.75,73.0,0.5045285457156604,0.005506409307676685,6.881668013297674,0.09953595083131332,24.0,17.118331986702326,0.0,0.0,89.94209486994596,3
AP29,Fixed_27C,27.75,73.0,0.619639616703685,0.004018798791465719,6.347532841837623,0.12429848532312167,24.0,17.652467158162377,0.0,0.0,91.21549536429866,3
AP29,Rule_Based,27.75,73.0,0.6296418992704979,0.07142811774052855,5.655678651871494,0.2144874068647192,24.0,18.344321348128506,0.0,0.34722222222222227,91.30399299067984,3
AP29,Random,27.75,73.0,0.4033200890270079,0.030103524021358446,5.184151487543037,0.05934707592472019,21.25,16.065848512456963,0.0,2.6527777777777772,88.43719410367963,3
AP29,Rule_Bayesian,27.75,73.0,0.6916838292401062,0.0012691364143481688,5.373911142375363,0.04167687750051948,24.0,18.626088857624637,0.0,0.638888888888889,91.97254100139276,3
AP2,RL_PPO,28.0,70.0,0.7241351985123904,0.048402016637352115,2.989395676587654,0.026388496125452666,7.666666666666667,4.677270990079013,0.0,0.5972222222222223,92.51345335930192,3
AP2,Fixed_26C,28.0,70.0,0.4334212630531043,0.007743546907989975,6.9268057364765525,0.040504893073064936,24.0,17.073194263523447,0.0,0.0,89.19777094031765,3
AP2,Fixed_27C,28.0,70.0,0.5600683059287666,0.007741517836030551,6.393629749790359,0.044007616425814064,24.0,17.60637025020964,0.0,0.0,90.5923747247906,3
AP2,Rule_Based,28.0,70.0,0.6169329390064721,0.0034079125117157335,5.66720209053928,0.10556870200640181,24.0,18.33279790946072,0.0,0.3611111111111111,91.18945226048969,3
AP2,Random,28.0,70.0,0.3448386259508134,0.005767825228185585,4.870444504103512,0.23141190703404732,20.833333333333332,15.96288882922982,0.0,2.527777777777778,87.75895338875289,3
AP2,Rule_Bayesian,28.0,70.0,0.6475927080987857,0.0029209174295410376,5.335354821326955,0.06234217563614485,24.0,18.664645178673045,0.0,0.47222222222222227,91.52110177361679,3
AP31,RL_PPO,27.75,73.0,0.6679071758203889,0.04771268006332826,3.0733038655151774,0.07598297351691197,8.0,4.926696134484823,0.003472222222222222,0.625,91.29450578631383,3
AP31,Fixed_26C,27.75,73.0,0.49055818158884246,0.01473191965847617,6.853960820274004,0.04390696641662201,24.0,17.146039179725996,0.003472222222222222,0.0,89.18709965695685,3
AP31,Fixed_27C,27.75,73.0,0.6124568160374151,0.014538695256240457,6.300601800183646,0.030604788960428807,24.0,17.699398199816354,0.003472222222222222,0.0,90.53404491106897,3
AP31,Rule_Based,27.75,73.0,0.6788467010830438,0.00866688712336787,5.512849411031122,0.17644564908115412,24.0,18.487150588968877,0.003472222222222222,0.4305555555555556,91.22987735869674,3
AP31,Random,27.75,73.0,0.38692151368382177,0.015452493319724444,4.815168602797255,0.09580883122992828,21.25,16.434831397202746,0.006944444444444444,2.6666666666666665,87.0478075398107,3
AP31,Rule_Bayesian,27.75,73.0,0.7002258718735425,0.013890338789596387,5.36654833039363,0.22762724744402962,24.0,18.63345166960637,0.003472222222222222,0.5,91.46353069873724,3
AP32,RL_PPO,28.5,71.0,0.7492095971555308,0.011960267175736512,3.1043484486616744,0.013809160515084696,7.583333333333333,4.478984884671659,0.0,0.5833333333333334,92.77020415731856,3
AP32,Fixed_26C,28.5,71.0,0.42573870620781507,0.013086086045919043,6.92864471192149,0.0168610246787505,24.0,17.07135528807851,0.0,0.0,89.11928286794716,3
AP32,Fixed_27C,28.5,71.0,0.5605422160926228,0.015447107706280524,6.373330077839761,0.05379191889139695,24.0,17.62666992216024,0.0,0.0,90.603742029925,3
AP32,Rule_Based,28.5,71.0,0.5644937937020026,0.05193427554321345,5.651802597564284,0.1473604291332486,24.0,18.348197402435716,0.0,0.34722222222222227,90.63256847731073,3
AP32,Random,28.5,71.0,0.3235334654519196,0.025156534837403058,5.271040378467188,0.31755948760048963,21.583333333333332,16.312292954866145,0.0,2.6666666666666665,87.65429775170678,3
AP32,Rule_Bayesian,28.5,71.0,0.688770772319056,0.023983580983599682,5.381141965070817,0.192164520045529,24.0,18.618858034929183,0.0,0.40277777777777785,91.97145649379547,3
AP33,RL_PPO,29.0,68.0,0.6611708428764755,0.04574979096715935,3.0973196485941075,0.031471292697209906,7.916666666666667,4.819347018072559,0.003472222222222222,0.6111111111111112,91.22511243572058,3
AP33,Fixed_26C,29.0,68.0,0.3304690035780003,0.014401223846575025,6.864839187937295,0.04191022660614975,24.0,17.135160812062704,0.003472222222222222,0.0,87.50112115608937,3
AP33,Fixed_27C,29.0,68.0,0.4573775160390468,0.01981650337718063,6.333528386598864,0.038572857657466195,24.0,17.666471613401136,0.003472222222222222,0.0,88.89753390758581,3
AP33,Rule_Based,29.0,68.0,0.5091741477181635,0.006643051703545639,5.574628381957787,0.16856005920627676,24.0,18.425371618042213,0.003472222222222222,0.40277777777777785,89.44054853531502,3
